kpi_id,month_year,department,kpi_name,kpi_value,target_value,unit,trend,benchmark_comparison
KPI01200,2025-03,Embryology Lab,Staff Turnover Rate,0.637,0.718,%,Declining,Below Industry Average
KPI01201,2025-03,Andrology,Average Wait Time,0.844,0.896,minutes,Volatile,Above Industry Average
KPI01202,2025-03,Andrology,Patient Satisfaction Score,0.603,0.929,rate,Volatile,Below Industry Average
KPI01203,2025-03,Andrology,Equipment Utilization Rate,0.962,0.868,minutes,Volatile,At Industry Average
KPI01204,2025-03,Andrology,Room Utilization Rate,1.032,0.764,score,Stable,Below Industry Average
KPI01205,2025-03,Andrology,Staff Productivity Score,0.784,0.859,rate,Stable,At Industry Average
KPI01206,2025-03,Andrology,Appointment No-Show Rate,0.701,0.737,USD,Stable,Above Industry Average
KPI01207,2025-03,Andrology,Cost Per Patient,0.816,0.725,USD,Declining,Below Industry Average
KPI01208,2025-03,Andrology,Revenue Per Patient,0.638,0.848,%,Declining,Above Industry Average
KPI01209,2025-03,Andrology,Treatment Success Rate,0.774,0.783,rate,Improving,Above Industry Average
KPI01210,2025-03,Andrology,Patient Throughput,0.559,0.739,USD,Declining,At Industry Average
KPI01211,2025-03,Andrology,Overtime Hours,0.561,0.899,%,Volatile,At Industry Average
KPI01212,2025-03,Andrology,Staff Turnover Rate,0.633,0.919,%,Volatile,At Industry Average
KPI01213,2025-03,Nursing,Average Wait Time,0.719,0.87,count,Volatile,At Industry Average
KPI01214,2025-03,Nursing,Patient Satisfaction Score,1.005,0.896,score,Volatile,At Industry Average
KPI01215,2025-03,Nursing,Equipment Utilization Rate,0.964,0.705,count,Declining,At Industry Average
KPI01216,2025-03,Nursing,Room Utilization Rate,0.634,0.709,count,Declining,Below Industry Average
KPI01217,2025-03,Nursing,Staff Productivity Score,0.892,0.943,score,Volatile,Below Industry Average
KPI01218,2025-03,Nursing,Appointment No-Show Rate,0.842,0.743,USD,Declining,Below Industry Average
KPI01219,2025-03,Nursing,Cost Per Patient,0.622,0.891,minutes,Improving,Below Industry Average
KPI01220,2025-03,Nursing,Revenue Per Patient,0.918,0.723,score,Stable,At Industry Average
KPI01221,2025-03,Nursing,Treatment Success Rate,0.833,0.918,USD,Volatile,Below Industry Average
KPI01222,2025-03,Nursing,Patient Throughput,0.64,0.919,USD,Improving,At Industry Average
KPI01223,2025-03,Nursing,Overtime Hours,0.992,0.945,%,Declining,At Industry Average
KPI01224,2025-03,Nursing,Staff Turnover Rate,1.013,0.821,score,Stable,At Industry Average
KPI01225,2025-03,Ultrasound,Average Wait Time,0.724,0.708,%,Improving,Above Industry Average
KPI01226,2025-03,Ultrasound,Patient Satisfaction Score,0.557,0.72,minutes,Improving,Above Industry Average
KPI01227,2025-03,Ultrasound,Equipment Utilization Rate,0.648,0.814,rate,Improving,Above Industry Average
KPI01228,2025-03,Ultrasound,Room Utilization Rate,0.905,0.733,%,Declining,Above Industry Average
KPI01229,2025-03,Ultrasound,Staff Productivity Score,1.29,0.908,minutes,Stable,Above Industry Average
KPI01230,2025-03,Ultrasound,Appointment No-Show Rate,0.747,0.792,minutes,Stable,Below Industry Average
KPI01231,2025-03,Ultrasound,Cost Per Patient,0.836,0.785,minutes,Volatile,Above Industry Average
KPI01232,2025-03,Ultrasound,Revenue Per Patient,0.803,0.843,%,Volatile,Below Industry Average
KPI01233,2025-03,Ultrasound,Treatment Success Rate,0.759,0.732,score,Declining,Below Industry Average
KPI01234,2025-03,Ultrasound,Patient Throughput,0.91,0.803,count,Stable,At Industry Average
KPI01235,2025-03,Ultrasound,Overtime Hours,2.47,0.878,%,Declining,Below Industry Average
KPI01236,2025-03,Ultrasound,Staff Turnover Rate,0.791,0.843,score,Stable,At Industry Average
KPI01237,2025-03,Surgery,Average Wait Time,0.67,0.92,minutes,Declining,Above Industry Average
KPI01238,2025-03,Surgery,Patient Satisfaction Score,0.968,0.703,USD,Declining,At Industry Average
KPI01239,2025-03,Surgery,Equipment Utilization Rate,1.537,0.931,minutes,Stable,At Industry Average
KPI01240,2025-03,Surgery,Room Utilization Rate,1.004,0.863,score,Improving,At Industry Average
KPI01241,2025-03,Surgery,Staff Productivity Score,0.841,0.766,%,Stable,Below Industry Average
KPI01242,2025-03,Surgery,Appointment No-Show Rate,1.002,0.783,count,Stable,Above Industry Average
KPI01243,2025-03,Surgery,Cost Per Patient,0.561,0.747,rate,Volatile,Above Industry Average
KPI01244,2025-03,Surgery,Revenue Per Patient,0.984,0.792,score,Improving,At Industry Average
KPI01245,2025-03,Surgery,Treatment Success Rate,0.746,0.949,score,Stable,Below Industry Average
KPI01246,2025-03,Surgery,Patient Throughput,0.637,0.939,%,Declining,Below Industry Average
KPI01247,2025-03,Surgery,Overtime Hours,0.914,0.728,score,Declining,Below Industry Average
KPI01248,2025-03,Surgery,Staff Turnover Rate,1.518,0.837,%,Improving,Below Industry Average
KPI01249,2025-03,Counseling,Average Wait Time,0.563,0.777,minutes,Volatile,Above Industry Average
KPI01250,2025-03,Counseling,Patient Satisfaction Score,0.997,0.918,rate,Volatile,Above Industry Average
KPI01251,2025-03,Counseling,Equipment Utilization Rate,0.825,0.772,rate,Stable,Below Industry Average
KPI01252,2025-03,Counseling,Room Utilization Rate,0.66,0.728,rate,Volatile,Above Industry Average
KPI01253,2025-03,Counseling,Staff Productivity Score,0.752,0.819,%,Declining,At Industry Average
KPI01254,2025-03,Counseling,Appointment No-Show Rate,0.603,0.73,minutes,Improving,Above Industry Average
KPI01255,2025-03,Counseling,Cost Per Patient,0.769,0.758,score,Volatile,At Industry Average
KPI01256,2025-03,Counseling,Revenue Per Patient,0.699,0.922,USD,Improving,Above Industry Average
KPI01257,2025-03,Counseling,Treatment Success Rate,0.634,0.876,rate,Declining,Below Industry Average
KPI01258,2025-03,Counseling,Patient Throughput,0.892,0.788,minutes,Volatile,Above Industry Average
KPI01259,2025-03,Counseling,Overtime Hours,0.758,0.823,rate,Stable,Above Industry Average
KPI01260,2025-03,Counseling,Staff Turnover Rate,0.598,0.779,score,Declining,At Industry Average
KPI01261,2025-04,Reproductive Endocrinology,Average Wait Time,0.657,0.82,USD,Declining,At Industry Average
KPI01262,2025-04,Reproductive Endocrinology,Patient Satisfaction Score,0.568,0.921,%,Stable,At Industry Average
KPI01263,2025-04,Reproductive Endocrinology,Equipment Utilization Rate,0.593,0.799,%,Stable,At Industry Average
KPI01264,2025-04,Reproductive Endocrinology,Room Utilization Rate,0.632,0.85,rate,Stable,Below Industry Average
KPI01265,2025-04,Reproductive Endocrinology,Staff Productivity Score,,0.892,minutes,Declining,Below Industry Average
KPI01266,2025-04,Reproductive Endocrinology,Appointment No-Show Rate,0.554,0.701,USD,Improving,Above Industry Average
KPI01267,2025-04,Reproductive Endocrinology,Cost Per Patient,0.84,0.923,count,Improving,Below Industry Average
KPI01268,2025-04,Reproductive Endocrinology,Revenue Per Patient,0.827,0.936,USD,Declining,Above Industry Average
KPI01269,2025-04,Reproductive Endocrinology,Treatment Success Rate,0.796,0.797,rate,Declining,Below Industry Average
KPI01270,2025-04,Reproductive Endocrinology,Patient Throughput,0.854,0.852,score,Stable,At Industry Average
KPI01271,2025-04,Reproductive Endocrinology,Overtime Hours,0.935,0.815,rate,Stable,Above Industry Average
KPI01272,2025-04,Reproductive Endocrinology,Staff Turnover Rate,0.88,0.743,count,Declining,At Industry Average
KPI01273,2025-04,Embryology Lab,Average Wait Time,0.695,0.702,count,Stable,At Industry Average
KPI01274,2025-04,Embryology Lab,Patient Satisfaction Score,0.89,0.806,rate,Declining,At Industry Average
KPI01275,2025-04,Embryology Lab,Equipment Utilization Rate,0.749,0.91,USD,Volatile,Above Industry Average
KPI01276,2025-04,Embryology Lab,Room Utilization Rate,0.665,0.787,minutes,Declining,Below Industry Average
KPI01277,2025-04,Embryology Lab,Staff Productivity Score,0.65,0.883,minutes,Stable,Above Industry Average
KPI01278,2025-04,Embryology Lab,Appointment No-Show Rate,0.751,0.884,rate,Declining,At Industry Average
KPI01279,2025-04,Embryology Lab,Cost Per Patient,0.545,0.784,count,Improving,At Industry Average
KPI01280,2025-04,Embryology Lab,Revenue Per Patient,1.009,0.794,USD,Improving,At Industry Average
KPI01281,2025-04,Embryology Lab,Treatment Success Rate,0.966,0.921,%,Declining,Below Industry Average
KPI01282,2025-04,Embryology Lab,Patient Throughput,0.749,0.852,USD,Improving,Below Industry Average
KPI01283,2025-04,Embryology Lab,Overtime Hours,0.944,0.931,count,Improving,Below Industry Average
KPI01284,2025-04,Embryology Lab,Staff Turnover Rate,0.657,0.935,%,Improving,Above Industry Average
KPI01285,2025-04,Andrology,Average Wait Time,0.614,0.939,%,Volatile,Below Industry Average
KPI01286,2025-04,Andrology,Patient Satisfaction Score,0.865,0.736,score,Stable,Above Industry Average
KPI01287,2025-04,Andrology,Equipment Utilization Rate,0.622,0.885,%,Declining,Above Industry Average
KPI01288,2025-04,Andrology,Room Utilization Rate,0.994,0.737,rate,Declining,Above Industry Average
KPI01289,2025-04,Andrology,Staff Productivity Score,0.908,0.834,%,Volatile,Below Industry Average
KPI01290,2025-04,Andrology,Appointment No-Show Rate,0.801,0.789,minutes,Volatile,Below Industry Average
KPI01291,2025-04,Andrology,Cost Per Patient,0.828,0.948,minutes,Improving,At Industry Average
KPI01292,2025-04,Andrology,Revenue Per Patient,0.625,0.854,rate,Declining,At Industry Average
KPI01293,2025-04,Andrology,Treatment Success Rate,0.807,0.705,minutes,Declining,At Industry Average
KPI01294,2025-04,Andrology,Patient Throughput,1.018,0.927,USD,Volatile,At Industry Average
KPI01295,2025-04,Andrology,Overtime Hours,0.75,0.919,USD,Improving,At Industry Average
KPI01296,2025-04,Andrology,Staff Turnover Rate,0.498,0.782,rate,Improving,Below Industry Average
KPI01297,2025-04,Nursing,Average Wait Time,1.025,0.754,rate,Declining,Below Industry Average
KPI01298,2025-04,Nursing,Patient Satisfaction Score,0.856,0.833,%,Volatile,Below Industry Average
KPI01299,2025-04,Nursing,Equipment Utilization Rate,1.001,0.833,USD,Declining,Below Industry Average
KPI01300,2025-04,Nursing,Room Utilization Rate,0.577,0.935,USD,Volatile,Below Industry Average
KPI01301,2025-04,Nursing,Staff Productivity Score,0.638,0.703,minutes,Improving,Above Industry Average
KPI01302,2025-04,Nursing,Appointment No-Show Rate,0.623,0.921,minutes,Volatile,Below Industry Average
KPI01303,2025-04,Nursing,Cost Per Patient,0.592,0.941,rate,Declining,Above Industry Average
KPI01304,2025-04,Nursing,Revenue Per Patient,0.92,0.858,count,Stable,At Industry Average
KPI01305,2025-04,Nursing,Treatment Success Rate,0.96,0.755,%,Improving,At Industry Average
KPI01306,2025-04,Nursing,Patient Throughput,0.943,0.752,%,Improving,Below Industry Average
KPI01307,2025-04,Nursing,Overtime Hours,0.957,0.816,count,Volatile,At Industry Average
KPI01308,2025-04,Nursing,Staff Turnover Rate,0.645,0.909,minutes,Improving,Below Industry Average
KPI01309,2025-04,Ultrasound,Average Wait Time,0.711,0.793,score,Declining,Below Industry Average
KPI01310,2025-04,Ultrasound,Patient Satisfaction Score,0.549,0.918,USD,Stable,Above Industry Average
KPI01311,2025-04,Ultrasound,Equipment Utilization Rate,0.699,0.779,score,Improving,Above Industry Average
KPI01312,2025-04,Ultrasound,Room Utilization Rate,0.58,0.906,USD,Stable,Below Industry Average
KPI01313,2025-04,Ultrasound,Staff Productivity Score,0.563,0.712,minutes,Improving,At Industry Average
KPI01314,2025-04,Ultrasound,Appointment No-Show Rate,,0.89,rate,Improving,At Industry Average
KPI01315,2025-04,Ultrasound,Cost Per Patient,0.896,0.73,%,Declining,Below Industry Average
KPI01316,2025-04,Ultrasound,Revenue Per Patient,0.509,0.919,score,Stable,At Industry Average
KPI01317,2025-04,Ultrasound,Treatment Success Rate,,0.771,rate,Declining,Below Industry Average
KPI01318,2025-04,Ultrasound,Patient Throughput,0.614,0.753,count,Improving,Above Industry Average
KPI01319,2025-04,Ultrasound,Overtime Hours,0.964,0.796,score,Stable,Above Industry Average
KPI01320,2025-04,Ultrasound,Staff Turnover Rate,0.63,0.926,score,Declining,Above Industry Average
KPI01321,2025-04,Surgery,Average Wait Time,0.888,0.9,score,Declining,Below Industry Average
KPI01322,2025-04,Surgery,Patient Satisfaction Score,0.693,0.728,minutes,Stable,Below Industry Average
KPI01323,2025-04,Surgery,Equipment Utilization Rate,0.694,0.75,score,Declining,Above Industry Average
KPI01324,2025-04,Surgery,Room Utilization Rate,0.763,0.808,minutes,Volatile,At Industry Average
KPI01325,2025-04,Surgery,Staff Productivity Score,0.998,0.744,count,Improving,Below Industry Average
KPI01326,2025-04,Surgery,Appointment No-Show Rate,0.904,0.762,USD,Declining,Below Industry Average
KPI01327,2025-04,Surgery,Cost Per Patient,0.548,0.849,rate,Declining,At Industry Average
KPI01328,2025-04,Surgery,Revenue Per Patient,0.729,0.82,%,Volatile,At Industry Average
KPI01329,2025-04,Surgery,Treatment Success Rate,0.75,0.804,USD,Volatile,Below Industry Average
KPI01330,2025-04,Surgery,Patient Throughput,0.599,0.748,USD,Improving,At Industry Average
KPI01331,2025-04,Surgery,Overtime Hours,0.91,0.934,count,Volatile,Below Industry Average
KPI01332,2025-04,Surgery,Staff Turnover Rate,0.545,0.857,%,Volatile,Below Industry Average
KPI01333,2025-04,Counseling,Average Wait Time,0.92,0.804,score,Declining,At Industry Average
KPI01334,2025-04,Counseling,Patient Satisfaction Score,0.676,0.94,count,Improving,Above Industry Average
KPI01335,2025-04,Counseling,Equipment Utilization Rate,0.835,0.766,count,Improving,At Industry Average
KPI01336,2025-04,Counseling,Room Utilization Rate,,0.815,USD,Stable,Below Industry Average
KPI01337,2025-04,Counseling,Staff Productivity Score,1.009,0.739,USD,Improving,Above Industry Average
KPI01338,2025-04,Counseling,Appointment No-Show Rate,0.612,0.83,%,Volatile,Above Industry Average
KPI01339,2025-04,Counseling,Cost Per Patient,1.994,0.938,rate,Declining,At Industry Average
KPI01340,2025-04,Counseling,Revenue Per Patient,0.713,0.825,rate,Improving,At Industry Average
KPI01341,2025-04,Counseling,Treatment Success Rate,0.671,0.705,score,Stable,Below Industry Average
KPI01342,2025-04,Counseling,Patient Throughput,0.666,0.748,minutes,Declining,Above Industry Average
KPI01343,2025-04,Counseling,Overtime Hours,0.91,0.937,minutes,Volatile,Below Industry Average
KPI01344,2025-04,Counseling,Staff Turnover Rate,0.571,0.786,USD,Volatile,Below Industry Average
KPI01345,2025-05,Reproductive Endocrinology,Average Wait Time,0.681,0.72,USD,Declining,Above Industry Average
KPI01346,2025-05,Reproductive Endocrinology,Patient Satisfaction Score,0.665,0.744,rate,Volatile,At Industry Average
KPI01347,2025-05,Reproductive Endocrinology,Equipment Utilization Rate,0.978,0.715,count,Stable,Above Industry Average
KPI01348,2025-05,Reproductive Endocrinology,Room Utilization Rate,,0.712,USD,Stable,Above Industry Average
KPI01349,2025-05,Reproductive Endocrinology,Staff Productivity Score,0.898,0.946,count,Improving,Below Industry Average
KPI01350,2025-05,Reproductive Endocrinology,Appointment No-Show Rate,0.796,0.919,score,Volatile,Below Industry Average
KPI01351,2025-05,Reproductive Endocrinology,Cost Per Patient,0.531,0.896,count,Stable,Above Industry Average
KPI01352,2025-05,Reproductive Endocrinology,Revenue Per Patient,0.827,0.783,score,Volatile,At Industry Average
KPI01353,2025-05,Reproductive Endocrinology,Treatment Success Rate,1.272,0.735,USD,Declining,At Industry Average
KPI01354,2025-05,Reproductive Endocrinology,Patient Throughput,0.942,0.898,minutes,Volatile,At Industry Average
KPI01355,2025-05,Reproductive Endocrinology,Overtime Hours,0.65,0.928,USD,Stable,Below Industry Average
KPI01356,2025-05,Reproductive Endocrinology,Staff Turnover Rate,0.984,0.808,score,Improving,Below Industry Average
KPI01357,2025-05,Embryology Lab,Average Wait Time,0.66,0.756,rate,Improving,At Industry Average
KPI01358,2025-05,Embryology Lab,Patient Satisfaction Score,,0.748,minutes,Volatile,At Industry Average
KPI01359,2025-05,Embryology Lab,Equipment Utilization Rate,,0.702,minutes,Improving,Below Industry Average
KPI01360,2025-05,Embryology Lab,Room Utilization Rate,0.642,0.883,USD,Declining,At Industry Average
KPI01361,2025-05,Embryology Lab,Staff Productivity Score,0.588,0.763,score,Declining,At Industry Average
KPI01362,2025-05,Embryology Lab,Appointment No-Show Rate,0.621,0.853,USD,Improving,Below Industry Average
KPI01363,2025-05,Embryology Lab,Cost Per Patient,0.991,0.777,count,Declining,Below Industry Average
KPI01364,2025-05,Embryology Lab,Revenue Per Patient,0.882,0.906,rate,Stable,At Industry Average
KPI01365,2025-05,Embryology Lab,Treatment Success Rate,0.96,0.947,%,Volatile,Below Industry Average
KPI01366,2025-05,Embryology Lab,Patient Throughput,0.732,0.725,%,Declining,At Industry Average
KPI01367,2025-05,Embryology Lab,Overtime Hours,,0.743,minutes,Declining,At Industry Average
KPI01368,2025-05,Embryology Lab,Staff Turnover Rate,0.938,0.946,%,Improving,Above Industry Average
KPI01369,2025-05,Andrology,Average Wait Time,0.875,0.816,minutes,Declining,At Industry Average
KPI01370,2025-05,Andrology,Patient Satisfaction Score,0.682,0.737,rate,Stable,Above Industry Average
KPI01371,2025-05,Andrology,Equipment Utilization Rate,0.874,0.746,count,Declining,Above Industry Average
KPI01372,2025-05,Andrology,Room Utilization Rate,0.96,0.87,minutes,Volatile,Below Industry Average
KPI01373,2025-05,Andrology,Staff Productivity Score,0.694,0.806,minutes,Declining,Below Industry Average
KPI01374,2025-05,Andrology,Appointment No-Show Rate,0.72,0.932,%,Declining,Above Industry Average
KPI01375,2025-05,Andrology,Cost Per Patient,0.208,0.84,USD,Volatile,Below Industry Average
KPI01376,2025-05,Andrology,Revenue Per Patient,0.639,0.834,rate,Volatile,At Industry Average
